id,itemTime,trialNumber,name,type,statement,relevance,competence,prior,condition,trialType,answer,RT,language,comments,engagement,difficulty
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403528615,5,Gigi's exams,hlh,Gigi aspires to a career in science.,1,0,1,test,test_uncertain,0.38,7305,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403534047,6,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh2,0.74,5431,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403545072,7,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.16,11024,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403548313,8,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh1,0.56,3241,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403558010,9,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.6,9697,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403560386,10,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.32,2376,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403566947,11,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,0.98,6561,english,NA,5,4
A1JQI98NY1RMNS:3GA6AFUKOPWDV2DZRV1BBVUYUGYH32,1465403569795,12,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.72,2848,english,NA,5,4
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399732035,1,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.75,24003,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399756513,2,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh1,0.5,24473,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399770183,3,Pete's accident,hhl,Pete was injured while playing in the garden.,1,1,0,test,test_false,0,13666,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399781206,4,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh2,0.71,11016,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399797822,5,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.88,16611,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399807261,6,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh2,0.11,9434,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399824705,7,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.99,17441,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399834139,8,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.5,9430,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399857394,9,Gigi's exams,hlh,Gigi studied hard to pass her exams.,1,0,1,test,test_true,1,23250,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399866442,10,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh1,0.92,9044,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399888857,11,Mrs Sanders' son,hhl,Mrs Sanders had pasta for lunch yesterday.,1,1,0,test,test_uncertain,0.5,22410,English,NA,7,2
A1KEZTODV5S7MX:3P1L2B7AD2X43NPB1E01RQLG6O2OLA,1465399899351,12,Mrs Sanders' son,hhl,It is likely that Ted had both pasta and a pizza.,1,1,0,critical,exh2,0.5,10491,English,NA,7,2
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399912381,1,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.18,12133,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399918171,2,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh2,0.66,5788,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399932971,3,Lily's husband,lhl,Eric has a problem with his liver for which he has to stop drinking alcohol.,0,1,0,test,test_uncertain,0.71,14800,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399940197,4,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh1,0.23,7226,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399954727,5,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0,14528,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399961011,6,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.2,6283,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399980527,7,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,0.77,19512,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399984451,8,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh1,0.26,3913,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465399999317,9,Carl's party,hll,"John and Carl, the hosts, are a gay couple.",1,0,0,test,test_false,0.37,14865,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465400005021,10,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh2,0.35,5702,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465400021499,11,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,0.86,16477,Spanish,None,8,5
A1L8EDNM7HZZAX:3WEV0KO0ON0033TCVEJMSINCU43DSG,1465400024462,12,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.11,2962,Spanish,None,8,5
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402687979,1,Joshua's delay,llh,Kevin and Cory expected Joshua to arrive earlier.,0,0,1,test,test_true,0.78,15934,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402691685,2,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh1,0.84,3702,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402697776,3,Leo's wife,hll,Leo is sponsoring a tennis tournament.,1,0,0,test,test_false,0,6091,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402703509,4,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.5,5731,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402710926,5,Danny's racket,hhh,Danny and Alex have known each other since high school.,1,1,1,test,test_uncertain,0.5,7417,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402719300,6,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0.5,8374,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402730613,7,Lily's husband,lhl,Eric has a problem with his liver for which he has to stop drinking alcohol.,0,1,0,test,test_uncertain,0.85,11313,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402735377,8,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh2,0.51,4764,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402745183,9,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.5,9806,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402749808,10,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.71,4625,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402861987,11,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,1,112179,English,NA,6,0
A1O6B5LIV00PJ7:3DPNQGW4LMNIG9CMVQFQO9XEZ2D64A,1465402869728,12,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh1,0.52,7741,English,NA,6,0
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394787181,1,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0,32297,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394812590,2,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh1,0.52,25407,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394828606,3,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0,16016,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394858991,4,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.22,30384,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394872445,5,Brad's clothes,hlh,Mandy feels attracted to Brad.,1,0,1,test,test_uncertain,0.5,13451,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394881174,6,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh2,0.49,8727,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394908670,7,Danny's racket,hhh,Alex needs to buy some equipment before he can play squash with Danny.,1,1,1,test,test_true,0.82,27495,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394920646,8,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0,11976,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394943077,9,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.68,22430,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394949902,10,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0,6824,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394966934,11,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,1,17031,english,NA,7,5
A1S6C6EN8MPKC3:3U5JL4WY5LHVZOWIWDOGOMAYW56X4N,1465394971877,12,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0,4942,english,NA,7,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394529520,1,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.18,25428,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394538039,2,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.17,8515,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394554951,3,Mrs Gibbs' worry,hhh,Mrs Gibbs did not accompany her husband when Cindy served him.,1,1,1,test,test_true,0.14,16909,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394564689,4,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.24,9734,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394579502,5,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.15,14810,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394590214,6,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh1,0.15,10707,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394599326,7,Brad's clothes,hlh,Mandy feels attracted to Brad.,1,0,1,test,test_uncertain,0,9107,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394607182,8,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh1,0.12,7850,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394618845,9,Pete's accident,hhl,Pete's mother was not there when he fell of the slide.,1,1,0,test,test_true,1,11657,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394625724,10,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh2,0.16,6876,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394638829,11,Tony's clubbing,lhl,Tony has to work at club Macabre tonight.,0,1,0,test,test_false,0.09,13101,English,Nope,8,5
A1UGD2VEVSML1U:3IXQG4FA2U6PJRZT8CSPGXUMZVX9BP,1465394650445,12,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh1,0.51,11610,English,Nope,8,5
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395280923,1,Carl's party,hll,Carl's wife liked the music very much.,1,0,0,test,test_uncertain,0.66,15196,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395285268,2,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh2,0.2,4337,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395290806,3,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,1,5535,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395294676,4,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh1,0.67,3869,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395306327,5,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,1,11646,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395312672,6,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.51,6336,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395334823,7,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,0.2,22141,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395338308,8,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0.73,3478,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395354006,9,Jimmy's trip,lll,Jimmy went on a school trip to New York City.,0,0,0,test,test_false,0,15694,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395357684,10,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh1,0.68,3667,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395369105,11,Mrs Gibbs' worry,hhh,Cindy is secretly in love with Mrs Gibbs' husband.,1,1,1,test,test_uncertain,0.27,11418,English,NA,5,2
A1WDUICI1FG9F:30LB5CDZNDI35VEWEUPZ940WNUPZ09,1465395371868,12,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh1,0.71,2758,English,NA,5,2
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400530337,1,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,1,10603,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400539657,2,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.13,9316,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400554178,3,Lily's husband,lhl,Eric has a problem with his liver for which he has to stop drinking alcohol.,0,1,0,test,test_uncertain,0.67,14521,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400558204,4,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh2,0.5,4024,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400567949,5,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.11,9744,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400571994,6,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh1,0.59,4043,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400582423,7,Mrs Gibbs' worry,hhh,Mrs Gibbs did not accompany her husband when Cindy served him.,1,1,1,test,test_true,0.73,10427,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400588271,8,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.49,5847,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400604536,9,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.48,16264,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400608592,10,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.68,4055,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400616845,11,Pete's accident,hhl,Pete was injured while playing in the garden.,1,1,0,test,test_false,0.15,8251,English,No,8,3
A1X5IZPCRLL0Z7:3ZAK8W07I5MMJWKM87QRSCLHLCF0UQ,1465400622766,12,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh1,0.42,5919,English,No,8,3
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398254548,1,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,0.65,4866,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398256364,2,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.63,1813,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398257916,3,Chloe's holiday,lhh,Chloe went on holidays with a big group of her friends.,0,1,1,test,test_false,0.35,1551,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398259804,4,Chloe's holiday,lhh,It is likely that both Susan and Amelia brought some extra suntan lotion.,0,1,1,critical,exh2,0.76,1887,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398262877,5,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.82,3073,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398264709,6,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.67,1831,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398266725,7,Mrs Sanders' son,hhl,Ted is Mrs Sanders' husband.,1,1,0,test,test_false,0.72,2015,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398268309,8,Mrs Sanders' son,hhl,It is likely that Ted had both pasta and a pizza.,1,1,0,critical,exh1,0.35,1583,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398270109,9,Gigi's exams,hlh,Gigi aspires to a career in science.,1,0,1,test,test_uncertain,0.54,1799,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398271565,10,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh2,0.61,1455,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398272765,11,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,0.62,1199,english,NA,5,5
A1X94LTZZQMHTP:3VD82FOHKRWB0JV5O172O7VTCFMOCS,1465398274341,12,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.42,1575,english,NA,5,5
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465396946763,1,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,16098,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465396957313,2,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.1,10519,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465396978362,3,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.49,21049,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465396993981,4,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh2,0.82,15619,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397015310,5,Gigi's exams,hlh,Gigi hired a private tutor to help her with her Biology and Chemistry exams.,1,0,1,test,test_false,0,21329,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397022912,6,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh1,0.78,7602,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397039643,7,Leo's wife,hll,Leo is an avid golf player.,1,0,0,test,test_uncertain,0.76,16731,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397050660,8,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh2,0.18,11017,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397071227,9,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,1,20567,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397080992,10,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.75,9765,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397093990,11,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,1,12998,English,Some of the sentences were grammatically incorrect.,8,3
A1XSL223UP6NMI:3VFJCI1K407RE83QIFKP8TLDLTURG8,1465397101906,12,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh2,0.28,7916,English,Some of the sentences were grammatically incorrect.,8,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405847480,1,Leo's wife,hll,Leo is sponsoring a tennis tournament.,1,0,0,test,test_false,0,13422,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405852358,2,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.24,4878,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405866288,3,Gigi's exams,hlh,Gigi studied hard to pass her exams.,1,0,1,test,test_true,0.88,13930,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405869175,4,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh1,0.5,2887,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405880518,5,Gerald's graduation,llh,Gerald took almost ten years to graduate.,0,0,1,test,test_uncertain,0.55,11343,English,NA,7,3
